Atmospheric gases blanketing the Earth exist in a mixture. What percent of this mixture is nitrogen (by volume)?,8%,20%,36%,58%,80%,E
"Taxes on fossil fuels, mining, energy, forestry, fishing and hunting licensing, garbage, effluent and emissions, and hazardous wastes are known as",recreation taxes,park taxes,green taxes,incentive taxes,single use taxes,C
"The atmospheric layer where all the local temperature, pressure, wind, and precipitation changes take place is the",stratosphere,ionosphere,mesosphere,troposphere,thermosphere,D
Why is thermal pollution a problem for marine organisms?,They are hot-blooded and overheat.,Their metabolic processes break down.,They are adapted to wide temperature ranges.,They don't have a problem with it.,They live in many temperature niches.,B
"When acid rain falls on limestone statues, monuments, and gravestones, discoloring and disfiguring surfaces, the process is known as",dispensation,sedimentation,dissolution,suspension,cementation,C
"Brown urban smog is not emitted directly from specific sources, but formed in the atmosphere from nitrogen oxides and",inorganic compounds,volatile organic compounds,potassium chloride,fertilizer,helium,B
"In the workplace, bad air mixed with mold spores has led to",shorter coffee breaks,increased productivity,sick building syndrome,reduced medical costs,greater appreciation of weekends,C
Direct impacts on the hydrologic cycle include all the following except,flood,drought,mining,river flow,groundwater reservoirs,C
"Looking at the figure below asdf, what dose would be lethal to 25% of the population?",4 ppm,7 ppm,9 ppm,11 ppm,14 ppm,D
City heat islands cause,pollutants to collect,residents to seek winter vacations,less dust and lightning strikes,reduced rainfall,greater visibility,A
Total organic carbon (TOC) levels are used by hydrologists to check the health of freshwater as it affects biogeochemical processes and,climate change,nutrient cycling,annual rainfall,biological unavailability,carbon nanotube levels,B
"The Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) is commonly called the",Superfund,Clean Air Interstate Rule,Liability Limitation Act,Clean Water Act,CAFE standards,A
The amount of dissolved oxygen in water depends on,temperature,water flow volume,water flow velocity,number of organisms using oxygen for respiration,all of the above,E
Turbidity is a measure of water's,transparency,cloudiness,chlorination,coagulation,flocculation,B
The amount of oxygen depletion in water depends on the speed at which a stream can take up atmospheric oxygen and replenish its,color,pathogens,reaeration capacity,turbidity,minerals,C
"The least likely way microscopic pathogens (e.g., bacteria, viruses, and protozoa) enter waterways is through",untreated urban sewage,farm runoff,bilge water,mining runoff,family pet waste,D
Greenhouses work,by trapping the sun's heat,when the walls and ceiling are painted green,by cooling hot house plants to the dew point,best when arctic mosses are grown,when generators are used to maintain temperature,A
Natural and industrial emission inventories contain,geographical data,the time period when emissions were generated,types of activities causing emissions,the chemical and physical identity of pollutants,all of the above,E
"Greenhouse gases include all the following, except",water vapor,nitrous oxide,carbon dioxide,methane,butyric acid,E
Climate change includes all the following except,a rise in sea levels,changes in rainfall patterns,cooling of the Earth's core,rising temperatures,increased incidence of extreme weather,C
"When fossil fuels are burned, adding to greenhouse gases and creating global warming, it is known as",biodiversity lithification,gasification,deforestation,dissolution,enhanced greenhouse effect,E
Important decreases in greenhouse gas could be achieved by all the following except,stopping tropical deforestation,mining and burning more coal,increasing agricultural and forestry best practices,restoring and conserving degraded lands,improving land productivity worldwide,B
The 2004 United Nations' Convention on Biological Diversity suggests that global warming is causing,poor television reception,an increase of mosquitoes in southern climates,species habitat and migration shifts averaging 6.1 kilometers per decade toward the poles,developing countries to use much more energy per person than developed countries.,coastal areas to support increased numbers of mollusc species,C
Stabilizing atmospheric levels of carbon dioxide will mean reducing carbon dioxide emissions and other heat-trapping gases to what percent of 1990 global levels?,20%,35%,50%,80%,95%,D
Which of the following does not describe nitrogen oxides?,They are stable gases.,They are blue in color.,They do not break down quickly.,They build up in the atmosphere.,They appear as a yellow-brown haze.,B
"If the amount of human-produced carbon dioxide being absorbed into the oceans gets high enough, the ocean's top layer may become increasingly",acidic,basic,opaque,neutral,murky,A
"Ranching, crops, number of pests and diseases, and native plants and animals will be impacted by",greater number of vegetarians,new farming subsidies,lower levels of carbon dioxide,climate change,weaker environmental policies,D
"Removal and storage of atmospheric carbon in carbon sinks (e.g., oceans, forests) through physical and biological processes is called",acid rain,carbon sequestration,lithification,dissolution,green energy,B
"Compared to carbon dioxide, how do nitrogen oxides trap heat in the atmosphere?",They don't trap heat at all.,They trap heat about 1% less efficiently.,They trap heat much more efficiently.,They trap heat about 10% less efficiently.,They trap heat much less efficiently.,C
What group developed guidelines to help countries create atmospheric inventories across international borders?,EPA,IPCC,NASA,CDC,USDA,B
"Depending on the level of greenhouse gases in the next 100 to 200 years, scientists predict temperature increases between -16°C and -13°C, with sea levels rising up to",2 meters,5 meters,8 meters,9 meters,15 meters,C
